"";"Company";"Year";"DateFactor";"AmihudMin";"Amihud1stQ";"AmihudMed";"AmihudMean";"Amihud3rdQ";"AmihudMax";"BidAskMin";"BidAsk1stQ";"BidAskMed";"BidAskMean";"BidAsk3rdQ";"BidAskMax";"AmihudV2Min";"AmihudV21stQ";"AmihudV2Med";"AmihudV2Mean";"AmihudV23rdQ";"AmihudV2Max";"CSR";"BusinessType";"NationCode";"NationFactor";"LegalOrigin";"LegalOriginCode";"Aktienkurs";"BidKurs";"AskKurs";"HandelsvolumenTsd";"TotalAssests";"ROEin";"MarketBeta";"MTB";"DividendeproAktieDPS";"dividendyield";"Marktkapitalisierung";"AnzahlausstehenderAktien";"NetIncome";"OperatingIncome";"EBIT";"EBITDA";"LeverageRatioTotalDebtCommonEquity";"TotalDebt";"SolvencyRatio";"Asset4CSR";"TGwennMutterauchinListe1";"ROA";"M1";"Handelsvolumen";"DollarVolume";"DebtRatio";"LogTotalAssets";"LogMarktkapitalisierung";"DividendBinary";"BidAskMean_Annual";"AktienkursVorjahr";"Kursrendite";"AmihudMean_Annual";"Aktienrendite";"Turnover";"logAktienkurs";"ReturnVolatility";"AmihudMean6";"LegalDummy_Binary";"LegalDummy_English";"LegalDummy_German";"LegalDummy_French";"LegalDummy_Scand";"LegalDummy_Soc";"CSR_Lag1";"CSR_Lag2";"CSR_Lag3";"CSR_Lag4";"Asset4CSR_Lag1";"Asset4CSR_Lag2";"Asset4CSR_Lag3";"Asset4CSR_Lag4";"Turnover_Lag1";"YearDummy_08";"YearDummy_09";"BComposite";"BLife";"BNonLife"
"SahamAssuran-2014";"SagicorFinan";2014;"2014-01-01";-0,00183;-0,000373;-7,9e-05;-0,000296;0;0;0,0314;0,0665;0,0794;0,081;0,104;0,126;-1,83e-05;-3,73e-06;-7,91e-07;-2,96e-06;0;0;12;"Composite";52;"BARBADOS";"English";1;0,97;0,91;1,03;317,5;5675832;5,24;-0,399;0,54;0,04;4,21;286923;300772;25920;199543;203977;593;59,61;300136;140;NA;FALSE;0,00456673;0,97;317500;307975;0,0528796;22,4595;19,4747;TRUE;0,123711;0,83;16,8675;-5,47675e-05;0,216867;0,00105562;-0,0304592;0,0146362;-296;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.0131892154481419;TRUE;TRUE;TRUE;FALSE;FALSE
"SahamAssuran-2015";"SagicorFinan";2015;"2015-01-01";-0,0105;-0,00136;-0,000498;-0,00143;-2,15e-05;0;0,0305;0,0518;0,105;0,0941;0,13;0,145;-0,000105;-1,36e-05;-4,98e-06;-1,44e-05;-2,15e-07;0;12;"Composite";52;"BARBADOS";"English";1;0,98;0,94;1,02;106,3;5748430;6,57;0,683;0,54;0,04;3,94;263780;302368;33245;220290;220290;638;93,81;476708;106;NA;FALSE;0,00578332;0,98;106300;104174;0,0829284;22,4722;19,3906;TRUE;0,0816327;0,97;1,03093;-9,89616e-06;0,0515464;0,000351558;-0,0202027;0,0100719;-1430;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.0327665776050522;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2005";"SahamAssuran";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";504;"MOROCCO";"French";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,98;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"SampoPlc-2006";"SahamAssuran";2006;"2006-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";504;"MOROCCO";"French";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1108;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;75.2;NA;NA;NA;NA;1.09357507646398;FALSE;FALSE;TRUE;FALSE;FALSE
"SampoPlc-2007";"SahamAssuran";2007;"2007-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";504;"MOROCCO";"French";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;118;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;10;NA;NA;43.33;75.2;NA;NA;NA;1.24154988263849;FALSE;FALSE;TRUE;FALSE;FALSE
"SampoPlc-2008";"SahamAssuran";2008;"2008-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";504;"MOROCCO";"French";2;NA;NA;NA;NA;1269537;NA;NA;NA;0;NA;NA;NA;22591;34137;32482;968;39,22;93085;274;NA;FALSE;0,0177947;NA;NA;NA;0,073322;20,9619;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;9;10;NA;24.12;43.33;75.2;NA;NA;1.53520355828627;TRUE;FALSE;TRUE;FALSE;FALSE
"SampoPlc-2009";"SahamAssuran";2009;"2009-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";504;"MOROCCO";"French";2;NA;NA;NA;NA;1871653;13,59;NA;NA;0;NA;NA;NA;35520;52882;50844;1247;65,4;191470;180;NA;FALSE;0,0189779;NA;NA;NA;0,1023;21,3501;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;17;9;10;14.51;24.12;43.33;75.2;NA;0.925768296245627;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2010";"SahamAssuran";2010;"2010-01-01";-3e-06;-7,71e-07;-4,14e-07;-6,16e-07;-1,86e-07;-4,67e-09;0;0,00158;0,00237;0,00422;0,00623;0,0149;-3e-08;-7,71e-09;-4,14e-09;-6,16e-09;-1,86e-09;-4,67e-11;NA;"Composite";504;"MOROCCO";"French";2;NA;NA;NA;NA;1898440;4,11;NA;NA;0;NA;604161;4117;8866;53739;37313;1;132,08;277348;218;NA;FALSE;0,00467015;NA;NA;NA;0,146093;21,3643;20,2194;FALSE;NA;NA;NA;NA;NA;NA;NA;5,28108;-0,616;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;17;17;9;13.81;14.51;24.12;43.33;10;1.10870008302422;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2011";"SahamAssuran";2011;"2011-01-01";-0,000337;-2,91e-05;-1,21e-05;-3,07e-05;-3,03e-06;0;0,000764;0,00676;0,0105;0,0156;0,0238;0,126;-3,37e-06;-2,91e-07;-1,21e-07;-3,07e-07;-3,03e-08;0;NA;"Composite";504;"MOROCCO";"French";2;134,76;134,76;135,9;1300,7;2189297;5,72;0,024;2,36;3,302;2,07;653642;4117;13413;89306;64152;1;121,94;286877;241;NA;FALSE;0,00612662;135,33;1300700;175282332;0,131036;21,5068;20,2981;TRUE;0,00842385;NA;NA;NA;NA;0,315934;4,9035;2,36804;-30,7;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;14;17;17;30.57;13.81;14.51;24.12;9;0.699991804476181;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2012";"SahamAssuran";2012;"2012-01-01";-0,000394;-6,05e-05;-1,88e-05;-4,46e-05;-6,7e-06;0;0,000835;0,0161;0,0229;0,0252;0,0336;0,0696;-3,94e-06;-6,05e-07;-1,88e-07;-4,46e-07;-6,7e-08;0;NA;"Composite";504;"MOROCCO";"French";2;129,75;127,01;129,75;273,8;1954940;5,41;0,226;2,54;2,962;2,28;534633;4117;11395;109896;74548;1;116,28;244425;270;NA;FALSE;0,00582882;128,38;273800;35525550;0,125029;21,3936;20,0971;TRUE;0,0213429;134,76;-3,71772;-1,04649e-07;-0,0151974;0,0665047;4,86561;2,28654;-44,6;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;17;14;17;33.6;30.57;13.81;14.51;17;0.651842678571429;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2013";"SahamAssuran";2013;"2013-01-01";-0,000499;-0,00013;-4,87e-05;-0,000103;-1,21e-05;0;0,000963;0,0125;0,0249;0,0281;0,038;0,085;-4,99e-06;-1,3e-06;-4,87e-07;-1,03e-06;-1,21e-07;0;NA;"Composite";504;"MOROCCO";"French";2;118,73;118,73;119,93;54,3;2251342;10,56;-0,706;1,48;4,078;2,63;493587;4117;33986;34000;NA;1;69,58;229606;300;NA;FALSE;0,0150959;119,33;54300;6447039;0,101986;21,5348;20,0172;TRUE;0,0100561;129,75;-8,49326;-1,31739e-06;-0,0535029;0,0131892;4,77685;2,60183;-103;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;17;17;14;60.76;33.6;30.57;13.81;17;0.586338214285714;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2014";"SahamAssuran";2014;"2014-01-01";-0,00047;-8,53e-05;-1,45e-05;-7,7e-05;-3,77e-06;-3,87e-08;0,00524;0,0114;0,0255;0,0307;0,0445;0,202;-4,7e-06;-8,53e-07;-1,45e-07;-7,7e-07;-3,77e-08;-3,87e-10;NA;"Composite";504;"MOROCCO";"French";2;111,58;111,58;114,9;134,9;2334819;11,82;-1,811;1,28;4,273;3,62;489149;4117;40504;18238;NA;1;25,77;92456;315;NA;FALSE;0,0173478;113,24;134900;15052142;0,0395988;21,5712;20,0082;TRUE;0,0293183;118,73;-6,02207;-4,0008e-07;-0,0242314;0,0327666;4,71474;2,87064;-77;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;17;17;17;51.25;60.76;33.6;30.57;14;0.346432142857143;TRUE;TRUE;TRUE;FALSE;FALSE
"SampoPlc-2015";"SahamAssuran";2015;"2015-01-01";-0,000497;-7,29e-05;-3,03e-05;-5,96e-05;-5,3e-06;0;0,00081;0,0164;0,0282;0,0301;0,0399;0,0897;-4,98e-06;-7,29e-07;-3,03e-07;-5,96e-07;-5,3e-08;0;NA;"Composite";504;"MOROCCO";"French";2;107,54;NA;NA;620,1;2009374;11,96;-0,039;1,34;4,14;3,46;410766;4117;38530;43486;NA;1;59,63;197730;NA;NA;FALSE;0,0191751;NA;620100;66685554;0,0984038;21,4211;19,8335;TRUE;NA;111,58;-3,62072;-5,42954e-08;0,000896218;0,150619;4,67786;2,21904;-59,6;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;18;17;17;59.62;51.25;60.76;33.6;17;0.350759821428571;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2005";"SampoPlc";2005;"2005-01-01";-8,07e-06;-8,07e-06;-8,07e-06;-8,07e-06;-8,07e-06;-8,07e-06;0,00136;0,00136;0,00136;0,00136;0,00136;0,00136;-8,07e-08;-8,07e-08;-8,07e-08;-8,07e-08;-8,07e-08;-8,07e-08;NA;"Composite";246;"FINLAND";"Scandinavian";4;15,7061;15,7061;15,7427;617124;51565220;26,61;0,2395;1,87;0,732;1,55;10137270;564318;1158125;2044108;2044108;553;267,96;12838219;1;75,2;FALSE;0,0224594;15,7244;617124100;9692612827;0,248971;24,6661;23,0395;TRUE;0,00232759;107,54;-85,3951;-8,81033e-09;-0,847144;1,09358;2,75405;NA;-8,07;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"SamsungFire&-2006";"SampoPlc";2006;"2006-01-01";-1,05e-07;-3,02e-08;-1,58e-08;-2,22e-08;-7,93e-09;-1,86e-10;0,000489;0,000629;0,00119;0,00148;0,00196;0,00932;-1,05e-09;-3,02e-10;-1,58e-10;-2,22e-10;-7,93e-11;-1,86e-12;10;"Composite";246;"FINLAND";"Scandinavian";4;20,4089;20,4089;20,4344;698733;60069861;22,7;2,2389;1,93;1,535;3,76;14604035;562791;913600;1381916;1383196;292;26,52;1589204;81;43,33;FALSE;0,015209;20,4216;698733100;14260373965;0,0264559;24,8188;23,4046;TRUE;0,00124867;15,7061;29,9425;-2,0997e-09;0,397158;1,24155;3,01597;0,310066;-0,0222;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.863366270381192;FALSE;FALSE;TRUE;FALSE;FALSE
"SamsungFire&-2007";"SampoPlc";2007;"2007-01-01";-8,04e-08;-2,43e-08;-1,34e-08;-1,71e-08;-5,88e-09;-7,5e-11;0,00041;0,000473;0,000913;0,00118;0,00143;0,00647;-8,04e-10;-2,43e-10;-1,34e-10;-1,71e-10;-5,88e-11;-7,51e-13;9;"Composite";246;"FINLAND";"Scandinavian";4;28,4102;28,4102;28,4509;881528;33725737;59,06;0,9346;1,63;1,629;5,73;14092022;574209;977322;1408972;1413044;303;15,22;1532494;744;24,12;FALSE;0,0289785;28,4306;881527700;25044378263;0,0454399;24,2415;23,3689;TRUE;0,00143156;20,4089;39,205;-1,56542e-09;0,471868;1,5352;3,34675;0,430758;-0,0171;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;8;NA;NA;NA;NA;NA;NA;NA;1.12569074919292;FALSE;FALSE;TRUE;FALSE;FALSE
"SamsungFire&-2008";"SampoPlc";2008;"2008-01-01";-3,98e-07;-5,51e-08;-2,99e-08;-4,28e-08;-1,36e-08;-1,04e-10;0,000529;0,000647;0,00126;0,00203;0,00276;0,0201;-3,98e-09;-5,51e-10;-2,99e-10;-4,28e-10;-1,36e-10;-1,04e-12;17;"Composite";246;"FINLAND";"Scandinavian";4;24,9792;24,9792;25,0237;519700;30458102;9,37;0,9137;1,38;1,185;7,12;11011868;561372;1000059;1383786;1386749;290;16,18;1677136;474;14,51;FALSE;0,0328339;25,0014;519700400;12981700232;0,0550637;24,1396;23,1222;TRUE;0,0017799;28,4102;-12,0766;-9,30283e-10;-0,0790561;0,925768;3,21804;0,68816;-0,0428;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;8;8;NA;NA;NA;NA;NA;NA;0.981791558615756;TRUE;FALSE;TRUE;FALSE;FALSE
"SamsungFire&-2009";"SampoPlc";2009;"2009-01-01";-3,36e-07;-9,61e-08;-5,48e-08;-7,28e-08;-2,16e-08;-4,52e-11;0,000576;0,000752;0,00146;0,00202;0,00291;0,0102;-3,36e-09;-9,61e-10;-5,48e-10;-7,28e-10;-2,16e-10;-4,52e-13;17;"Composite";246;"FINLAND";"Scandinavian";4;23,3677;23,3534;23,3677;622293;37288219;8,95;0,6447;1,25;1,43;4,9;13661706;561282;916689;1302814;1304244;248;29,07;3046096;653;13,81;FALSE;0,0245839;23,3605;622293400;14541565483;0,0816906;24,3419;23,3379;TRUE;0,000612143;24,9792;-6,45137;-4,4365e-10;-0,00726605;1,1087;3,15135;0,513722;-0,0728;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;9;8;8;8.48;NA;NA;NA;NA;1.0533653294142;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2010";"SampoPlc";2010;"2010-01-01";-1,73e-07;-5,34e-08;-3,13e-08;-3,8e-08;-1,36e-08;0;0,000489;0,000565;0,00113;0,00203;0,00233;0,028;-1,73e-09;-5,34e-10;-3,13e-10;-3,8e-10;-1,36e-10;0;14;"Composite";246;"FINLAND";"Scandinavian";4;24,0218;24,0218;24,0344;392893;37045165;14,27;0,6711;1,31;1,455;5,27;14243103;561282;1397262;1174510;1836438;469;27,82;2870462;680;30,57;FALSE;0,0377178;24,0281;392892800;9437992263;0,0774855;24,3354;23,3795;TRUE;0,000524386;23,3677;2,79916;-2,96585e-10;0,0902571;0,699992;3,17896;0,430354;-0,038;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;27;9;8;70.63;8.48;NA;NA;8;1.42343674650378;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2011";"SampoPlc";2011;"2011-01-01";-1,96e-07;-6,2e-08;-3,36e-08;-4,29e-08;-1,55e-08;-3,27e-10;0,000422;0,000482;0,000888;0,00106;0,00141;0,00439;-1,96e-09;-6,2e-10;-3,36e-10;-4,29e-10;-1,55e-10;-3,27e-12;17;"Composite";246;"FINLAND";"Scandinavian";4;27,2853;27,2853;27,2997;365032;42470754;12,42;0,7993;1,24;1,727;6,07;15449039;560000;1493787;1106669;1885223;488;32,16;3964724;673;33,6;FALSE;0,0351721;27,2925;365031900;9,96e+09;0,0933519;24,4721;23,4608;TRUE;0,000527617;24,0218;13,5856;-1,36401e-09;0,207749;0,651843;3,30635;0,66866;-0,0429;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;27;27;9;83.12;70.63;8.48;NA;8;1.19520417745001;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2012";"SampoPlc";2012;"2012-01-01";-1,94e-07;-6,5e-08;-3,95e-08;-4,76e-08;-2e-08;-6,9e-10;0,000402;0,000473;0,000821;0,000968;0,00124;0,00427;-1,94e-09;-6,5e-10;-3,95e-10;-4,76e-10;-2e-10;-6,9e-12;17;"Composite";246;"FINLAND";"Scandinavian";4;28,9299;28,9047;28,9299;328349;39540479;15,67;1,2619;1,38;1,699;5,22;17152076;560000;1766750;1247044;2127902;561;27,64;3252885;760;60,76;FALSE;0,0446821;28,9173;328349400;9499115307;0,0822672;24,4006;23,5654;TRUE;0,000871451;27,2853;6,02742;-6,34524e-10;0,122542;0,586338;3,36488;0,44724;-0,0476;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;33;27;27;86.35;83.12;70.63;8.48;9;1.02595672823219;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2013";"SampoPlc";2013;"2013-01-01";-1,43e-07;-4,63e-08;-2,82e-08;-3,38e-08;-1,36e-08;-1,01e-11;0,000279;0,000327;0,000648;0,000863;0,00118;0,00407;-1,43e-09;-4,63e-10;-2,82e-10;-3,38e-10;-1,36e-10;-1,01e-13;17;"Composite";246;"FINLAND";"Scandinavian";4;44,593;44,5663;44,593;194002;43571723;15,34;0,9083;1,75;2,212;4,06;26811059;560000;1946171;1393952;2313424;615;25,6;3317338;792;51,25;FALSE;0,0446659;44,5797;194002000;8651131186;0,0761351;24,4977;24,0121;TRUE;0,000598928;28,9299;54,1416;-6,25832e-09;0,617876;0,346432;3,79758;0,5299;-0,0338;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;33;33;27;81.4;86.35;83.12;70.63;27;0.774522846236485;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2014";"SampoPlc";2014;"2014-01-01";-9,97e-08;-2,94e-08;-1,67e-08;-2,05e-08;-7,86e-09;-3,12e-10;0,000251;0,00027;0,000525;0,00061;0,000803;0,00282;-9,97e-10;-2,94e-10;-1,67e-10;-2,05e-10;-7,86e-11;-3,12e-12;18;"Composite";246;"FINLAND";"Scandinavian";4;49,2742;49,2742;49,2875;196426;45548242;15,75;0,6812;2,11;2,58;4,43;28764302;560000;2037657;1479286;2365799;639;26,72;3494449;768;59,62;FALSE;0,0447362;49,2809;196425500;9678709372;0,0767197;24,542;24,0824;TRUE;0,000269882;44,593;10,4976;-1,08461e-09;0,162833;0,35076;3,8974;0,48416;-0,0205;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;33;33;33;81.82;81.4;86.35;83.12;27;0.537762544824726;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungFire&-2015";"SampoPlc";2015;"2015-01-01";-1,34e-07;-4,02e-08;-2,24e-08;-2,83e-08;-1,07e-08;-1,12e-10;0,000203;0,000234;0,000454;0,000575;0,000694;0,00261;-1,34e-09;-4,02e-10;-2,24e-10;-2,83e-10;-1,07e-10;-1,12e-12;18;"Composite";246;"FINLAND";"Scandinavian";4;48,8888;48,8661;48,9114;185515;40008217;16,25;0,6076;2,31;2,433;4,51;29779030;560000;1872504;1362232;2214193;590;24,81;2942829;776;61,01;FALSE;0,046803;48,8888;185515100;9069610621;0,0735556;24,4124;24,1171;TRUE;0,000926594;49,2742;-0,782154;-8,6239e-11;0,0415552;0,331277;3,88955;0,636878;-0,0283;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;34;33;33;80.7;81.82;81.4;86.35;33;0.434804165723342;TRUE;TRUE;TRUE;FALSE;FALSE
"SamsungLifeI-2005";"SamsungFire&";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;94,51;93,92;94,51;38707,3;14083752;15,8;1,676;NA;1,458;1,54;3352105;44833;266120;332976;377268;1;0;0;1;NA;FALSE;0,0188955;94,215;38707300;3658226923;0;23,3683;21,9329;TRUE;0,00626227;48,8888;93,3163;-2,55086e-08;0,962985;0,863366;4,54871;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"SamsungLifeI-2006";"SamsungFire&";2006;"2006-01-01";-3,27e-07;-1,08e-07;-6,73e-08;-7,75e-08;-2,67e-08;0;0,00305;0,00357;0,00384;0,00453;0,00411;0,0241;-3,27e-09;-1,08e-09;-6,73e-10;-7,75e-10;-2,67e-10;0;8;"Non-Life";410;"KOREA (SOUTH)";"German";3;139,7;139,7;140,23;50560,4;17154482;13,48;1,351;NA;1,57;1,12;6039789;44915;274217;413675;379719;1041;0,67;14239;477;NA;FALSE;0,0159852;139,965;50560400;7063287880;0,000830045;23,5655;22,5216;TRUE;0,00378666;94,51;47,815;-6,76952e-09;0,494762;1,12569;4,9395;3,03127;-0,0775;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"SamsungLifeI-2007";"SamsungFire&";2007;"2007-01-01";-2,13e-07;-6,65e-08;-3,46e-08;-4,56e-08;-1,58e-08;0;0,00196;0,00264;0,00291;0,00334;0,00315;0,0236;-2,13e-09;-6,65e-10;-3,46e-10;-4,56e-10;-1,58e-10;0;8;"Non-Life";410;"KOREA (SOUTH)";"German";3;187,97;187,97;188,5;43917,5;19681961;15,67;1,807;NA;1,593;0,85;7481933;44732;362234;504395;511588;1183;0,03;782;437;NA;FALSE;0,0184044;188,235;43917500;8255172475;3,97318e-05;23,703;22,7358;TRUE;0,00281563;139,7;34,5526;-4,18557e-09;0,356929;0,981792;5,23628;5,24092;-0,0456;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;8;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"SamsungLifeI-2008";"SamsungFire&";2008;"2008-01-01";-4,33e-07;-8,57e-08;-5,75e-08;-6,75e-08;-2,49e-08;-3,79e-10;0,00199;0,00238;0,00254;0,00327;0,00275;0,0298;-4,33e-09;-8,57e-10;-5,75e-10;-6,75e-10;-2,49e-10;-3,79e-12;9;"Non-Life";410;"KOREA (SOUTH)";"German";3;185,89;185,42;185,89;45870,9;19549893;19,78;1,867;NA;2,824;1,52;8381873;43547;440376;884576;626854;1330;0,06;1269;438;8,48;FALSE;0,0225257;185,655;45870900;8526941601;6,49108e-05;23,6962;22,8493;TRUE;0,00253158;187,97;-1,10656;-1,29772e-10;0,00395808;1,05337;5,22516;6,26728;-0,0675;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;8;8;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;TRUE
"SamsungLifeI-2009";"SamsungFire&";2009;"2009-01-01";-4,19e-07;-9,76e-08;-5,61e-08;-7,24e-08;-2,87e-08;0;0,00198;0,00235;0,00267;0,00294;0,00297;0,0239;-4,19e-09;-9,76e-10;-5,61e-10;-7,24e-10;-2,87e-10;0;27;"Non-Life";410;"KOREA (SOUTH)";"German";3;179,65;179,25;179,65;61986,4;18519703;22,75;0,525;NA;2,401;1,34;5575552;43547;472148;661494;664492;1353;0,94;20894;489;70,63;FALSE;0,0254944;179,45;61986400;11135856760;0,0011282;23,6421;22,4417;TRUE;0,00222903;185,89;-3,35682;-3,01443e-10;-0,020652;1,42344;5,19101;4,05382;-0,0724;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;8;8;8;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"SamsungLifeI-2010";"SamsungFire&";2010;"2010-01-01";-9,66e-05;-6,22e-08;-3,87e-08;-5,55e-07;-1,66e-08;-6,43e-10;0,00228;0,00251;0,00259;0,00269;0,00266;0,00694;-9,66e-07;-6,22e-10;-3,87e-10;-5,55e-09;-1,66e-10;-6,43e-12;27;"Non-Life";410;"KOREA (SOUTH)";"German";3;169,23;168,81;169,23;52186,2;22602806;17,05;0,833;NA;2,538;1,5;6705770;43663;436480;581817;589073;1271;1,13;31364;430;83,12;FALSE;0,0193109;169,02;52186200;8831470626;0,00138762;23,8413;22,6262;TRUE;0,00248491;179,65;-5,80017;-6,56761e-10;-0,0438742;1,1952;5,13126;3,43938;-0,555;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;14;8;8;NA;NA;NA;NA;8;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"SamsungLifeI-2011";"SamsungFire&";2011;"2011-01-01";-2,83e-07;-9,12e-08;-4,79e-08;-6,34e-08;-2,48e-08;-5,13e-10;0,00198;0,00217;0,00225;0,0026;0,00235;0,0108;-2,83e-09;-9,12e-10;-4,79e-10;-6,34e-10;-2,48e-10;-5,13e-12;33;"Non-Life";410;"KOREA (SOUTH)";"German";3;193,87;193,87;194,8;48604,7;29374423;18,28;0,568;NA;3,479;1,79;10656643;47375;606647;823128;833907;1466;0,7;25073;369;86,35;FALSE;0,0206522;194,335;48604700;9422993189;0,000853566;24,1034;23,0894;TRUE;0,00478555;169,23;14,5601;-1,54516e-09;0,166158;1,02596;5,26719;4,79289;-0,0634;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;31;14;8;14.4;NA;NA;NA;8;0.2429845;TRUE;TRUE;FALSE;FALSE;TRUE
"SamsungLifeI-2012";"SamsungFire&";2012;"2012-01-01";-2,72e-07;-8,82e-08;-5,45e-08;-6,4e-08;-2,22e-08;0;0,00209;0,00228;0,00234;0,00283;0,00241;0,0106;-2,72e-09;-8,82e-10;-5,45e-10;-6,4e-10;-2,22e-10;0;33;"Non-Life";410;"KOREA (SOUTH)";"German";3;201,67;200,34;201,67;33884,6;34617625;15,89;0,302;NA;3,317;1,64;8281008;43749;693468;1005542;959912;113;2,65;122946;360;81,4;FALSE;0,0200322;201,005;33884600;6833507282;0,00355154;24,2676;22,8372;TRUE;0,00661675;193,87;4,02331;-5,88763e-10;0,0573425;0,774523;5,30663;3,25512;-0,064;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;31;31;14;64.74;14.4;NA;NA;8;0.506352;TRUE;TRUE;FALSE;FALSE;TRUE
