"";"Company";"Year";"DateFactor";"AmihudMin";"Amihud1stQ";"AmihudMed";"AmihudMean";"Amihud3rdQ";"AmihudMax";"BidAskMin";"BidAsk1stQ";"BidAskMed";"BidAskMean";"BidAsk3rdQ";"BidAskMax";"AmihudV2Min";"AmihudV21stQ";"AmihudV2Med";"AmihudV2Mean";"AmihudV23rdQ";"AmihudV2Max";"CSR";"BusinessType";"NationCode";"NationFactor";"LegalOrigin";"LegalOriginCode";"Aktienkurs";"BidKurs";"AskKurs";"HandelsvolumenTsd";"TotalAssests";"ROEin";"MarketBeta";"MTB";"DividendeproAktieDPS";"dividendyield";"Marktkapitalisierung";"AnzahlausstehenderAktien";"NetIncome";"OperatingIncome";"EBIT";"EBITDA";"LeverageRatioTotalDebtCommonEquity";"TotalDebt";"SolvencyRatio";"Asset4CSR";"TGwennMutterauchinListe1";"ROA";"M1";"Handelsvolumen";"DollarVolume";"DebtRatio";"LogTotalAssets";"LogMarktkapitalisierung";"DividendBinary";"BidAskMean_Annual";"AktienkursVorjahr";"Kursrendite";"AmihudMean_Annual";"Aktienrendite";"Turnover";"logAktienkurs";"ReturnVolatility";"AmihudMean6";"LegalDummy_Binary";"LegalDummy_English";"LegalDummy_German";"LegalDummy_French";"LegalDummy_Scand";"LegalDummy_Soc";"CSR_Lag1";"CSR_Lag2";"CSR_Lag3";"CSR_Lag4";"Asset4CSR_Lag1";"Asset4CSR_Lag2";"Asset4CSR_Lag3";"Asset4CSR_Lag4";"Turnover_Lag1";"YearDummy_08";"YearDummy_09";"BComposite";"BLife";"BNonLife"
"AegonNV-2012";"AegonNV";2012;"2012-01-01";-1,39e-07;-5,8e-08;-3,25e-08;-3,9e-08;-1,55e-08;-3,38e-11;0,000199;0,000284;0,000551;0,000733;0,000908;0,0032;-1,39e-09;-5,8e-10;-3,25e-10;-3,9e-10;-1,55e-10;-3,38e-13;NA;"Composite";528;"NETHERLANDS";"French";2;5,0703;5,0691;5,0727;3271638;445586038;6,9;2,1781;0,43;0,264;4,65;11745299;1943316;1656014;3054062;2983594;1074;91,97;22640580;1402;63,02;FALSE;0,00371648538951752;5,0709;3271638000;16588186151,4;0,0508107931335138;26,8226561920345;23,1867189123748;TRUE;0,000709933147961997;3,7549;35,031558763216;-2,11183781350261e-09;0,420623718341367;1,68353371247908;1,62339998745016;0,119787865148768;-0,039;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;91.16;90.36;92.57;84.28;NA;1.88971104426556;TRUE;TRUE;TRUE;FALSE;FALSE
"AegonNV-2013";"AegonNV";2013;"2013-01-01";-7,72e-08;-3,29e-08;-1,91e-08;-2,21e-08;-9,68e-09;-3,1e-11;0,000149;0,000209;0,000445;0,000615;0,000811;0,003;-7,72e-10;-3,29e-10;-1,91e-10;-2,21e-10;-9,68e-11;-3,1e-13;NA;"Composite";528;"NETHERLANDS";"French";2;7,4831;7,4818;7,4844;2150686;460056441;2,97;1,0523;0,67;0,295;3,87;19357094;2104626;798842;2139180;1777289;894;97,42;23072587;1268;95,29;FALSE;0,00173639999097415;7,4831;2150686000;16093798406,6;0,0501516443283532;26,8546150167289;23,6863248042224;TRUE;0,000347449586401379;5,0703;47,5869277951995;-2,95684876146232e-09;0,534051239571623;1,02188512353264;2,01264714463314;0,112371317453111;-0,0221;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;63.02;91.16;90.36;92.57;NA;1.68353371247908;TRUE;TRUE;TRUE;FALSE;FALSE
"AegonNV-2014";"AegonNV";2014;"2014-01-01";-8,05e-08;-2,54e-08;-1,57e-08;-1,74e-08;-6,54e-09;-1,51e-10;0,000137;0,000164;0,00034;0,000494;0,000647;0,00262;-8,05e-10;-2,54e-10;-1,57e-10;-1,74e-10;-6,54e-11;-1,51e-12;NA;"Composite";528;"NETHERLANDS";"French";2;7,6425;7,6372;7,6465;1706710;549481904;6,27;2,003;0,7;0,304;3,81;17467288;2109163;1368141;2416079;2406817;918;107,41;25019513;1273;89,71;FALSE;0,00248987453461252;7,64185;1706710000;13043531175;0,0455329153114385;27,0322416784917;23,5835957114917;TRUE;0,00121698279866781;7,4831;2,13013323355293;-1,63309588061532e-10;0,0619262070532266;0,80918828938304;2,03372477478285;0,118200857698596;-0,0174;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;95.29;63.02;91.16;90.36;NA;1.02188512353264;TRUE;TRUE;TRUE;FALSE;FALSE
"AegonNV-2015";"AegonNV";2015;"2015-01-01";-1,04e-07;-3,35e-08;-1,92e-08;-2,33e-08;-8,35e-09;-1,68e-10;0,000133;0,000198;0,00043;0,000583;0,000793;0,00229;-1,04e-09;-3,35e-10;-1,92e-10;-2,33e-10;-8,35e-11;-1,68e-12;NA;"Composite";528;"NETHERLANDS";"French";2;6,2851;6,2839;6,2851;2087156;459591582;2,59;2,0475;0,61;0,283;4,32;12527778;2117131;541951;1124634;1319238;790;88,75;19481957;1260;87,5;FALSE;0,00117920131966212;6,2845;2087156000;13117984175,6;0,0423897167898954;26,8536040668264;23,2512142557313;TRUE;0,000190945978200313;7,6425;-17,7612037945698;-1,35395827791029e-09;-0,140582270199542;0,985841688587055;1,8381817528146;0,128010915888066;-0,0233;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;89.71;95.29;63.02;91.16;NA;0.80918828938304;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2005";"AgeasSA/NV";2005;"2005-01-01";-0,000271;-0,000271;-0,000271;-0,000271;-0,000271;-0,000271;0,00111;0,00111;0,00111;0,00111;0,00111;0,00111;-2,71e-06;-2,71e-06;-2,71e-06;-2,71e-06;-2,71e-06;-2,71e-06;NA;"Composite";56;"BELGIUM";"French";2;240,8995;240,7974;241,206;47152,8;886383121;23;-0,1742;1,62;11,851;4,41;42216384;153330;4808841;5307603;10516235;156;1823,86;421317041;1;95,37;FALSE;0,00542523981568462;241,0017;47152800;11359085943,6;0,475321597420175;27,510415110565;24,4660742290857;TRUE;0,00169542372522675;6,2851;3732,86662105615;-3,28623801686411e-07;39,2142368458736;0,307524946194483;5,48437983406865;NA;-271;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"AgeasSA/NV-2006";"AgeasSA/NV";2006;"2006-01-01";-1,22e-07;-2,6e-08;-1,34e-08;-1,92e-08;-7,57e-09;-9,89e-11;0,000299;0,000684;0,00135;0,00162;0,00233;0,00915;-1,22e-09;-2,6e-10;-1,34e-10;-1,92e-10;-7,57e-11;-9,89e-13;NA;"Composite";56;"BELGIUM";"French";2;320,1748;319,4249;320,1748;44250,5;989394602;21,99;1,3118;1,88;14,997;4,08;53435670;154346;5567332;6248054;12652213;249;1665,83;440030350;NA;94,47;FALSE;0,00562700866645723;319,79985;44250500;14167894987,4;0,444747069683325;27,6203590798933;24,701744337443;TRUE;0,00234490416427658;240,8995;32,9080384143595;-2,32271890340285e-09;0,391334560677793;0,286696772187164;5,76886709665355;3,72571321837489;-0,0192;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;95.37;NA;NA;NA;NA;0.307524946194483;FALSE;FALSE;TRUE;FALSE;FALSE
"AgeasSA/NV-2007";"AgeasSA/NV";2007;"2007-01-01";-8,98e-08;-1,89e-08;-1,12e-08;-1,38e-08;-5,06e-09;-8,08e-11;0,00029;0,000567;0,00143;0,00158;0,00219;0,00662;-8,98e-10;-1,89e-10;-1,12e-10;-1,38e-10;-5,06e-11;-8,08e-13;NA;"Composite";56;"BELGIUM";"French";2;307,8344;307,7207;307,8344;55134,1;1179137057;14,88;1,1816;1,07;16,017;5,61;53586056;219196;4046383;3056845;12302035;237;1117,27;501181335;NA;91,96;FALSE;0,00343164772574864;307,77755;55134100;16972172593,04;0,425040780479856;27,7958039792431;24,7045547219247;TRUE;0,0003694226560709;320,1748;-3,85426960522814;-2,27093455126031e-10;0,0114831023553384;0,251528768773153;5,72956197604369;5,47415346919816;-0,0138;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;94.47;95.37;NA;NA;NA;0.286696772187164;FALSE;FALSE;TRUE;FALSE;FALSE
"AgeasSA/NV-2008";"AgeasSA/NV";2008;"2008-01-01";-5,03e-06;-6,98e-08;-3e-08;-2,26e-07;-1,29e-08;-5,68e-11;1e-04;0,00105;0,00184;0,00315;0,00366;0,0235;-5,03e-08;-6,98e-10;-3e-10;-2,26e-09;-1,29e-10;-5,68e-13;NA;"Composite";56;"BELGIUM";"French";2;135,4155;135,2673;135,4155;134512;137030347;-144,38;2,1085;3,37;0;14,11;3406438;247483;-41516536;1192663;1283039;339;261,52;24688871;NA;12,96;FALSE;-0,302973296856644;135,3414;134512000;18215009736;0,180170827415332;25,6434682491935;21,9489330075133;FALSE;0,00109500862263877;307,8344;-56,0102769541026;-3,0749518439751e-09;-0,560102769541026;0,543520160980754;4,90834782955411;6,95507876431838;-0,226;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;91.96;94.47;95.37;NA;NA;0.251528768773153;TRUE;FALSE;TRUE;FALSE;FALSE
"AgeasSA/NV-2009";"AgeasSA/NV";2009;"2009-01-01";-1,74e-06;-9,99e-08;-5,33e-08;-8,97e-08;-2,54e-08;-7,1e-10;-0,459;0,000753;0,00144;0,000619;0,00307;0,034;-1,74e-08;-9,99e-10;-5,33e-10;-8,97e-10;-2,54e-10;-7,1e-12;NA;"Composite";56;"BELGIUM";"French";2;46,3064;46,192;46,3064;441214,6;132865557;17,09;5,0352;1;1,144;39,84;9284066;247503;1704670;2980312;2968871;850;86,28;9351372;NA;53,79;FALSE;0,0128300369071572;46,2492;441214600;20431059753,44;0,0703822135032332;25,6126036042911;22,9515654343381;TRUE;0,00247355629935212;135,4155;-65,8042100055016;-3,22079273843222e-09;-0,64959402727162;1,78266364448108;3,83528018048113;1,33566480565379;-0,0897;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;12.96;91.96;94.47;95.37;NA;0.543520160980754;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2010";"AgeasSA/NV";2010;"2010-01-01";-3,72e-07;-1,27e-07;-7,19e-08;-8,81e-08;-3,57e-08;-2,68e-10;0,000354;0,000512;0,0011;0,00169;0,00227;0,0151;-3,72e-09;-1,27e-09;-7,19e-10;-8,81e-10;-3,57e-10;-2,68e-12;NA;"Composite";56;"BELGIUM";"French";2;25,2874;25,2241;25,2874;307765;124464921;2,84;1,3883;0,59;1,013;3;5589949;258287;282363;600671;498534;1298;69,99;7109710;NA;44,93;FALSE;0,00226861510642023;25,25575;307765000;7782576661;0,0571221991134353;25,5472897541135;22,4442360006371;TRUE;0,00250635993783601;46,3064;-45,391133838951;-5,83240432026081e-09;-0,432035312613375;1,19156209952495;3,23030624796306;0,988420299569292;-0,0881;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;53.79;12.96;91.96;94.47;NA;1.78266364448108;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2011";"AgeasSA/NV";2011;"2011-01-01";-1,17e-06;-2,49e-07;-1,18e-07;-1,84e-07;-5,53e-08;-5,41e-10;0,000429;0,000869;0,00178;0,00264;0,00336;0,0192;-1,17e-08;-2,49e-09;-1,18e-09;-1,84e-09;-5,53e-10;-5,41e-12;NA;"Composite";56;"BELGIUM";"French";2;15,715;15,715;15,7725;227821,6;129195310;-7,49;1,7591;0,37;1,151;5,49;4155474;240629;-832088;-235869;-729624;57;75,98;7925562;1488;29,7;FALSE;-0,0064405433912423;15,74375;227821600;3580216444;0,0613455859968911;25,5845911273264;22,1476923381696;TRUE;0,00365224295355306;25,2874;-37,8544255241741;-1,05732224638421e-08;-0,333027515679746;0,946775326332238;2,75461567024953;0,840243601204444;-0,184;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;44.93;53.79;12.96;91.96;NA;1.19156209952495;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2012";"AgeasSA/NV";2012;"2012-01-01";-8,36e-07;-2,69e-07;-1,36e-07;-1,9e-07;-6,63e-08;-7,78e-11;0,000224;0,000785;0,00167;0,00216;0,00291;0,012;-8,36e-09;-2,69e-09;-1,36e-09;-1,9e-09;-6,63e-10;-7,78e-13;NA;"Composite";56;"BELGIUM";"French";2;22,2228;22,1913;22,2354;1513605;121147235;9,81;1,864;0,54;1,51;3,4;6480767;231831;934968;1187146;1860625;530;64,22;6380310;42;48,92;FALSE;0,00771761732737854;22,21335;1513605000;33636541194;0,0526657500685014;25,5202724610017;22,5921047045036;TRUE;0,00198529262808177;15,715;41,4113903913458;-1,23114296459435e-09;0,510200445434298;6,52891545996868;3,10111878887382;0,547349675568395;-0,19;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;29.7;44.93;53.79;12.96;NA;0.946775326332238;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2013";"AgeasSA/NV";2013;"2013-01-01";-1,88e-07;-7,79e-08;-4,83e-08;-5,54e-08;-2,37e-08;-4,3e-10;0,000156;0,000351;0,000855;0,00114;0,00164;0,00444;-1,88e-09;-7,79e-10;-4,83e-10;-5,54e-10;-2,37e-10;-4,3e-12;NA;"Composite";56;"BELGIUM";"French";2;42,7635;42,7635;42,7836;161988,1;127141828;7,59;0,9948;1,07;1,876;2,82;9393274;226434;763323;908079;1551040;427;66,59;6452389;1514;41,48;FALSE;0,00600371264128749;42,77355;161988100;6927178114,35;0,0507495377524382;25,5685690562025;22,9632597381923;TRUE;0,000469916572274205;22,2228;92,4307468005832;-1,33432033420282e-08;1,0087252731429;0,715387706793149;3,75568493500545;0,564466821632714;-0,0554;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;48.92;29.7;44.93;53.79;NA;6.52891545996868;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2014";"AgeasSA/NV";2014;"2014-01-01";-2,34e-07;-6,67e-08;-4,49e-08;-4,76e-08;-1,94e-08;-1,79e-10;0,000151;0,000431;0,000789;0,000973;0,00131;0,00399;-2,34e-09;-6,67e-10;-4,49e-10;-4,76e-10;-1,94e-10;-1,79e-12;NA;"Composite";56;"BELGIUM";"French";2;33,7867;33,7801;33,7933;126856,6;136004717;6,4;1,652;0,77;2,051;4,11;8563858;219363;629292;711327;1201291;273;66,07;6667371;1623;38,29;FALSE;0,00462698657723761;33,7867;126856600;4286065887,22;0,0490230864566264;25,6359554059045;22,8708166264995;TRUE;0,0003906862759608;42,7635;-20,9917336045927;-4,89766936917173e-09;-0,16195587358378;0,578295336952905;3,52006723392677;0,550374434448859;-0,0476;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;41.48;48.92;29.7;44.93;NA;0.715387706793149;TRUE;TRUE;TRUE;FALSE;FALSE
"AgeasSA/NV-2015";"AgeasSA/NV";2015;"2015-01-01";-2,03e-07;-4,96e-08;-3,15e-08;-3,89e-08;-1,58e-08;-2,39e-10;-0,0599;0,000294;0,000521;0,000503;0,00104;0,00302;-2,03e-09;-4,96e-10;-3,15e-10;-3,89e-10;-1,58e-10;-2,39e-12;NA;"Composite";56;"BELGIUM";"French";2;41,3195;41,3139;41,3195;134935,3;117372485;9,6;0,7526;0,97;1,817;3,3;10280034;212288;871421;1015904;1451275;370;66,14;6301908;84;57,41;FALSE;0,00742440615447479;41,3167;134935300;5575459128,35;0,0536915274478512;25,4886183471952;23,053469404361;TRUE;0,000135538414248988;33,7867;22,2951634814883;-3,99880305845652e-09;0,27673019264977;0,635623775248719;3,72133454350059;0,439793377325607;-0,0389;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;38.29;41.48;48.92;29.7;NA;0.578295336952905;TRUE;TRUE;TRUE;FALSE;FALSE
"AIAGroupLtd-2005";"AIAGroupLtd";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";344;"HONGKONG";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,3195;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;FALSE
"AIAGroupLtd-2006";"AIAGroupLtd";2006;"2006-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";344;"HONGKONG";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;FALSE
"AIAGroupLtd-2007";"AIAGroupLtd";2007;"2007-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";344;"HONGKONG";"English";1;NA;NA;NA;NA;85266993;NA;NA;NA;NA;NA;NA;12000000;1911226;3039588;2777968;774;51,01;6835397;NA;NA;FALSE;0,0224146053795986;NA;NA;NA;0,0801646306443573;25,1690532646245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;FALSE
"AIAGroupLtd-2008";"AIAGroupLtd";2008;"2008-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";344;"HONGKONG";"English";1;NA;NA;NA;NA;71342240;3,66;NA;NA;NA;NA;NA;12000000;406878;6981;154574;571;37,93;3354561;NA;NA;FALSE;0,00570318509763641;NA;NA;NA;0,0470206850808161;24,9907544153189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;TRUE;FALSE
"AIAGroupLtd-2009";"AIAGroupLtd";2009;"2009-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";344;"HONGKONG";"English";1;NA;NA;NA;NA;90358444;14,73;NA;NA;NA;NA;NA;12000000;1753950;3063913;2481930;688;6,52;971822;1703;NA;FALSE;0,0194110248290685;NA;NA;NA;0,0107551874177913;25,2270503083891;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;TRUE;FALSE
"AIAGroupLtd-2010";"AIAGroupLtd";2010;"2010-01-01";-5,46e-08;-7,52e-09;-3,89e-09;-5,99e-09;-1,29e-09;0;0,0019;0,00206;0,00231;0,00261;0,00245;0,00674;-5,46e-10;-7,52e-11;-3,89e-11;-5,99e-11;-1,29e-11;0;13;"Life";344;"HONGKONG";"English";1;NA;NA;NA;NA;107109750;15,69;NA;NA;0;NA;34775335;12044000;2698122;3978756;3563199;913;8,63;1685808;87;16,72;FALSE;0,0251902557890388;NA;NA;NA;0,0157390713730543;25,3971198466711;24,2721742080668;FALSE;NA;NA;NA;NA;NA;NA;NA;0,0395470950547917;-0,00599;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;TRUE;FALSE
"AIAGroupLtd-2011";"AIAGroupLtd";2011;"2011-01-01";-6,94e-08;-1,95e-08;-1,12e-08;-1,44e-08;-5,49e-09;0;0,00118;0,00196;0,00214;0,00268;0,00365;0,00725;-6,94e-10;-1,95e-10;-1,12e-10;-1,44e-10;-5,49e-11;0;17;"Life";344;"HONGKONG";"English";1;3,296;3,283;3,29;12465160;113177375;NA;0,278;1,87;0,042;0,43;36376957;12044000;1596540;2341925;2163312;594;5,77;1224439;1733;18,23;FALSE;0,0141065296840468;3,2865;12465160000;41085167360;0,0108187612585996;25,4522221152482;24,3172013616781;TRUE;0,00212992545260919;NA;NA;NA;NA;1,03496844902026;1,19270961204723;0,0636817920721508;-0,0144;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;13;NA;NA;16.72;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;TRUE;FALSE
"AIAGroupLtd-2012";"AIAGroupLtd";2012;"2012-01-01";-5,74e-08;-1,5e-08;-8,61e-09;-1,06e-08;-3,51e-09;0;0,00146;0,00173;0,00193;0,00236;0,00223;0,00681;-5,74e-10;-1,5e-10;-8,61e-11;-1,06e-10;-3,51e-11;0;19;"Life";344;"HONGKONG";"English";1;3,462;3,455;3,462;9350406;133172676;14,36;0,698;2,01;0,048;1,28;46816118;12044000;3019353;4084477;3717434;941;12,35;2555921;1725;25,55;FALSE;0,0226724662347402;3,4585;9350406000;32371105572;0,0191925331589792;25,6149124388745;24,5694933822868;TRUE;0,00202399884342927;3,296;5,0364077669903;-1,55583323989792e-10;0,0649271844660195;0,776353869146463;1,24184645675402;0,0507060148409941;-0,0106;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;17;13;NA;18.23;16.72;NA;NA;NA;1.03496844902026;TRUE;TRUE;FALSE;TRUE;FALSE
"AIAGroupLtd-2013";"AIAGroupLtd";2013;"2013-01-01";-3,49e-08;-1,34e-08;-7,07e-09;-9,1e-09;-3,85e-09;0;0,00118;0,00139;0,00155;0,00198;0,0026;0,00583;-3,49e-10;-1,34e-10;-7,07e-11;-9,1e-11;-3,85e-11;0;17;"Life";344;"HONGKONG";"English";1;4,449;4,442;4,449;9762820;145162203;13,09;0,895;2,39;0,055;1,12;61034109;12044000;2822361;3498447;3595460;919;17,91;4013955;1645;34,29;FALSE;0,0194428090899116;4,4455;9762820000;43434786180;0,0276515161457008;25,7011175955332;24,8346987087802;TRUE;0,00157462602631868;3,462;28,5095320623917;-6,56375620307039e-10;0,300982091276719;0,810596147459316;1,4926793518239;0,0579534702635737;-0,0091;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;19;17;13;25.55;18.23;16.72;NA;NA;0.776353869146463;TRUE;TRUE;FALSE;TRUE;FALSE
"AIAGroupLtd-2014";"AIAGroupLtd";2014;"2014-01-01";-3e-08;-1,35e-08;-8,8e-09;-9,54e-09;-4,68e-09;0;0,00103;0,00125;0,00214;0,00208;0,0026;0,00605;-3e-10;-1,35e-10;-8,8e-11;-9,54e-11;-4,68e-11;0;16;"Life";344;"HONGKONG";"English";1;5,593;5,593;5,6;5212832;165355806;14,64;1,315;2,72;0,065;1,03;69627227;12045000;3452439;4304040;4437134;1048;27,04;6691201;1554;52,03;FALSE;0,0208788495760469;5,5965;5212832000;29155369376;0,0404654735860923;25,8313653891536;24,9664215203197;TRUE;0,00125078173858656;4,449;25,7136435153967;-8,81952288589107e-10;0,271746459878624;0,432779742631797;1,72151581583945;0,0660169734981957;-0,00954;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;17;19;17;34.29;25.55;18.23;16.72;13;0.810596147459316;TRUE;TRUE;FALSE;TRUE;FALSE
"AIAGroupLtd-2015";"AIAGroupLtd";2015;"2015-01-01";-2,8e-08;-1,18e-08;-6,57e-09;-7,61e-09;-2,17e-09;0;0,00088;0,00108;0,00197;0,00203;0,00285;0,00754;-2,8e-10;-1,18e-10;-6,57e-11;-7,61e-11;-2,17e-11;0;17;"Life";344;"HONGKONG";"English";1;5,618;5,618;5,624;6033390;166243392;10,82;1,474;2,71;0,09;1,21;71958925;12048000;2691203;2982225;3502264;908;25,13;6280959;1533;69,4;FALSE;0,016188330661588;5,621;6033390000;33895585020;0,0377817062346755;25,836718768324;24,9993613070622;TRUE;0,00106742572495985;5,593;0,44698730556052;-1,31872290864107e-11;0,0205614160557841;0,50077938247012;1,72597572868205;0,101734355863605;-0,00761;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;16;17;19;52.03;34.29;25.55;18.23;17;0.432779742631797;TRUE;TRUE;FALSE;TRUE;FALSE
"AKSigortaAno-2005";"AKSigortaAno";2005;"2005-01-01";-3,2e-05;-3,2e-05;-3,2e-05;-3,2e-05;-3,2e-05;-3,2e-05;0,0105;0,0105;0,0105;0,0105;0,0105;0,0105;-3,2e-07;-3,2e-07;-3,2e-07;-3,2e-07;-3,2e-07;-3,2e-07;NA;"Composite";796;"TURKEY";"French";2;0,6;0,6;0,6;1420660;1490592;12,91;1,165;1,25;0,235;4,31;1154924;306000;52948;65936;61698;1250;0,04;231;1;NA;FALSE;0,0355214572465168;0,6;1420660000;852396000;0,000154971984285438;21,1224391934311;20,8673003778894;TRUE;0;5,618;-89,3200427198291;-1,04787021565248e-07;-0,851370594517622;4,64267973856209;-0,510825623765991;NA;-32;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"AKSigortaAno-2006";"AKSigortaAno";2006;"2006-01-01";-9,15e-06;-1,12e-06;-6,45e-07;-9,72e-07;-3,33e-07;0;0;0,00774;0,00957;0,00831;0,0108;0,0217;-9,15e-08;-1,12e-08;-6,45e-09;-9,72e-09;-3,33e-09;0;5;"Composite";796;"TURKEY";"French";2;0,93;0,92;0,93;820895,6;1433153;9,16;3,46;2,01;0,145;5,93;1117489;306000;50639;56527;54097;1168;0;0;1536;NA;FALSE;0,0353339803914865;0,925;820895600;763432908;0;21,0831427491091;20,8343500410031;TRUE;0,0108108108108108;0,6;55;-7,20430014117749e-08;0,791666666666667;2,68266535947712;-0,0725706928348354;0,0375556017848633;-0,972;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;4.64267973856209;FALSE;FALSE;TRUE;FALSE;FALSE
"AKSigortaAno-2007";"AKSigortaAno";2007;"2007-01-01";-6,36e-06;-9,34e-07;-4,75e-07;-7,82e-07;-2,04e-07;0;0;0,00612;0,00733;0,00784;0,00907;0,0267;-6,36e-08;-9,34e-09;-4,75e-09;-7,82e-09;-2,04e-09;0;6;"Composite";796;"TURKEY";"French";2;1,63;1,63;1,65;1196284;2304817;12,51;1,148;2,61;0,247;2,48;1594841;306000;86485;98756;95577;1513;0;0;1550;NA;FALSE;0,0375235864712903;1,64;1196284000;1949942920;0;21,5582671176185;21,1900398816938;TRUE;0,0121951219512195;0,93;75,2688172043011;-3,86005226992875e-08;1,01827956989247;3,90942483660131;0,488580014818671;0,0445500476900924;-0,782;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;5;NA;NA;NA;NA;NA;NA;NA;2.68266535947712;FALSE;FALSE;TRUE;FALSE;FALSE
